epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.7041,3.55655,5.75868,4.26396,0,0,0,0,3.4634,5.74454,4.1587,8.33e-06,8.33e-06,8.33e-06
